caminho,label,duracao,sample_rate,zcr,rms,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
dataset\esquerda\Kauê_esquerda_98.wav,esquerda,1.2,16000,0.13308233963815788,0.14938894,1453.1363305747027,-254.31003,62.644524,6.285974,29.817612,-11.374004,-24.35182,-13.108032,-13.37294,-12.370841,5.8400416,-19.987543,1.4581975,-2.7141767
dataset\esquerda\Kauê_esquerda_99.wav,esquerda,1.2,16000,0.09795178865131579,0.112881996,1371.6985695706112,-297.72546,77.13302,38.358143,24.937792,4.4929767,-0.4211204,1.9774413,4.886519,-8.766828,-2.8933647,-4.5774064,-2.3000526,0.91595167
dataset\esquerda\Kelvin_esquerda_119.wav,esquerda,1.2,16000,0.13712993421052633,0.09611476,1746.8932556359364,-248.46094,79.47658,26.044872,42.142403,1.2272229,-6.960407,-24.21038,9.152397,-18.008263,3.9374142,-14.230687,-4.771831,-8.904514
dataset\esquerda\Kelvin_esquerda_120.wav,esquerda,1.2,16000,0.11469469572368421,0.0597216,1338.8824340541898,-356.65543,106.511536,5.0961084,11.9555025,-4.426777,-20.307457,4.485345,-6.5074472,-9.517389,-3.887706,-1.8696536,-8.18266,-0.77497715
dataset\esquerda\Kelvin_esquerda_121.wav,esquerda,1.2,16000,0.15176552220394737,0.06916895,1857.2263744286824,-333.64993,36.286,5.861923,21.716408,3.2632427,-4.205769,-16.380367,1.4699025,-7.086326,-1.1538464,-10.703586,2.6738667,-3.7964342
dataset\esquerda\Kelvin_esquerda_122.wav,esquerda,1.2,16000,0.21326326069078946,0.035815176,2252.4268838182006,-378.41278,30.320717,17.765762,52.62428,-1.9527262,7.529647,-34.346485,-2.0044727,-20.50634,5.411508,-10.675243,1.5453417,-4.713454
dataset\esquerda\Kelvin_esquerda_123.wav,esquerda,1.2,16000,0.17788856907894737,0.06577386,1999.7752661517834,-326.24393,59.01657,24.277538,29.177391,-7.9912944,-7.421785,-27.177217,0.9699461,-10.85094,-8.898735,-7.938256,-6.817491,-2.5996215
dataset\esquerda\Kelvin_esquerda_124.wav,esquerda,1.2,16000,0.13102641858552633,0.034185693,1683.0352721348072,-375.08475,70.93886,-21.459871,46.203175,-1.7229987,-9.026992,3.2093906,-12.705088,-9.828533,2.03264,-3.252251,-4.3657675,-1.4663773
dataset\esquerda\Kelvin_esquerda_125.wav,esquerda,1.2,16000,0.07026110197368421,0.100734696,1149.1284456527112,-256.84793,128.4665,20.085255,44.488068,9.198209,6.014683,7.400318,5.7588396,-3.105117,4.9406176,-7.1216993,-0.4276358,2.8095775
dataset\esquerda\Kelvin_esquerda_126.wav,esquerda,1.2,16000,0.15113589638157895,0.07466692,2019.0331878851564,-277.55005,58.326267,27.280579,39.358315,-6.7184463,-8.239104,-31.3459,-5.8560486,-5.177577,-7.306292,-3.3146572,4.299489,-6.6397324
dataset\esquerda\Kelvin_esquerda_127.wav,esquerda,1.2,16000,0.11181640625,0.0802118,1413.1134670242445,-313.0799,68.22602,15.420255,30.87694,-7.1325164,-11.471713,-22.475204,-14.103663,-15.413987,0.5368331,-4.956445,-3.745187,1.7132163
dataset\esquerda\Kelvin_esquerda_128.wav,esquerda,1.2,16000,0.1555689761513158,0.049073685,1928.7175094319794,-341.6615,82.892365,32.228218,26.50069,17.605177,-14.526754,-18.282852,-3.141139,-11.24917,-7.015031,-10.104518,-1.3242232,-4.4748416
dataset\esquerda\Kelvin_esquerda_129.wav,esquerda,1.2,16000,0.07948704769736842,0.080348484,1263.7313132800716,-301.11877,107.04902,-10.529602,-2.9439251,-24.89914,-34.02052,-26.365623,-18.838486,-1.1603994,-15.932355,-8.338376,-0.9581171,-10.027317
dataset\esquerda\Kelvin_esquerda_130.wav,esquerda,1.2,16000,0.1167249177631579,0.048974626,1659.4450729430089,-365.0213,50.002712,20.046885,31.413038,1.3359933,1.624354,-20.91994,8.92018,-8.563,1.4436692,-14.571792,1.7887232,-10.37981
dataset\esquerda\Kurt_esquerda_131.wav,esquerda,1.2,16000,0.20428145559210525,0.027918339,2308.9767226423264,-336.5887,66.32592,51.63404,36.133347,11.46625,-17.927725,-2.1114998,-0.7967718,-18.99906,3.9967346,-14.036406,-0.6069933,5.0987186
dataset\esquerda\Kurt_esquerda_132.wav,esquerda,1.2,16000,0.26480263157894735,0.028992955,2946.9112593584446,-377.40326,50.350677,19.606579,-3.029596,0.005498108,3.7578466,-16.568298,-15.812829,8.03667,-2.6264591,-10.848029,1.9797264,-1.9571449
dataset\esquerda\Kurt_esquerda_133.wav,esquerda,1.2,16000,0.14851459703947367,0.030500788,1824.2969645801502,-388.859,42.634495,24.298813,24.555105,7.322806,-21.217941,-22.232897,0.2519994,-13.793154,-3.072251,-6.1376023,-8.619958,-2.5535755
dataset\esquerda\Kurt_esquerda_134.wav,esquerda,1.2,16000,0.10301449424342106,0.09382357,1675.494477104244,-309.56763,82.65972,23.679947,25.721552,5.0792913,-31.488358,-4.6867743,-11.124084,-10.797192,-3.546396,-18.978357,-11.00082,1.1553807
dataset\esquerda\Lincoln_esquerda_135.wav,esquerda,1.2,16000,0.12126079358552631,0.039827716,1332.78423236146,-315.24338,113.19373,-24.583246,50.49467,12.543745,1.6446506,-17.565784,2.4211128,9.020867,-5.3663974,-8.706423,-2.103028,-6.888272
dataset\esquerda\Lincoln_esquerda_136.wav,esquerda,1.2,16000,0.08783922697368421,0.12004004,1070.2503480922255,-300.9776,115.85949,23.658033,12.7290535,-20.119757,-11.527888,-2.5443456,-6.412207,-12.299476,-12.545542,-0.045282625,-3.4390717,-6.65827
dataset\esquerda\Lincoln_esquerda_137.wav,esquerda,1.2,16000,0.13098787006578946,0.07880325,1865.6566795702165,-311.1609,46.97029,2.3152394,28.657862,-16.171494,-4.476162,-18.127752,-3.2881947,-12.515596,9.700754,-7.3770356,2.5761864,9.3467455
dataset\esquerda\Lincoln_esquerda_138.wav,esquerda,1.2,16000,0.1365260074013158,0.01881806,1936.5177668211259,-407.6089,65.58107,-5.9364624,25.673477,-2.5027099,-20.796951,1.6407211,-5.6886253,-9.633627,-12.621754,-11.361618,-16.59667,-1.4248877
dataset\esquerda\Lincoln_esquerda_139.wav,esquerda,1.2,16000,0.09977641858552631,0.06533073,1147.3883777135352,-357.217,111.31981,31.111547,-0.40370676,-16.186947,-12.109079,2.0507777,-9.658516,-12.348289,-1.1429677,-17.53201,3.5129611,1.9608628
dataset\esquerda\Lincoln_esquerda_140.wav,esquerda,1.2,16000,0.0683850740131579,0.096724115,995.6416390096377,-290.19446,121.090706,4.5049906,35.44575,-1.913736,-24.208698,-14.283123,-14.375246,-22.321276,-7.042505,-11.95522,-7.547789,-4.2305284
dataset\esquerda\Lincoln_esquerda_141.wav,esquerda,1.2,16000,0.13643606085526316,0.06647812,1626.9930393345142,-342.3587,64.032486,8.245079,24.868774,-8.822342,-5.866191,-23.415676,-13.937671,-8.140179,-8.827489,-13.315726,12.110383,-6.6584425
dataset\esquerda\Lincoln_esquerda_142.wav,esquerda,1.2,16000,0.09765625,0.06831612,1324.3171599350137,-347.17978,66.69084,16.792677,6.369757,4.1361275,-14.936099,-9.381169,-1.564091,-10.871702,3.3803928,-6.3189044,1.0966405,-2.520316
dataset\esquerda\Lincoln_esquerda_143.wav,esquerda,1.2,16000,0.08656712582236842,0.07267745,1077.8066464439453,-337.19583,98.575455,30.686722,24.755814,15.382297,8.997457,-0.763346,12.805721,-1.0165097,-2.0867634,-5.6327724,1.7661958,-7.571463
dataset\esquerda\Lincoln_esquerda_144.wav,esquerda,1.2,16000,0.16804584703947367,0.030844495,1793.6672189830417,-448.38358,46.800903,40.948147,3.5074158,-14.997641,-6.386936,-14.451493,0.993684,-9.567416,-3.1526282,-1.2179767,-5.071206,-0.8008644
dataset\esquerda\Lincoln_esquerda_145.wav,esquerda,1.2,16000,0.08530787417763158,0.07069602,1496.823494342394,-286.8043,82.291885,8.956197,50.776054,-8.117455,2.4289808,-11.664752,-2.9538207,-18.419708,-2.5818915,-17.960745,6.1085005,2.2240455
dataset\esquerda\Lincoln_esquerda_146.wav,esquerda,1.2,16000,0.1574193050986842,0.029178632,1975.4249927657572,-365.94473,70.301796,20.809616,39.934273,15.532018,-6.0075903,-10.154915,0.4997621,-15.2205925,-4.635643,-19.450165,2.6153343,-10.723701
dataset\esquerda\Madson_esquerda_147.wav,esquerda,1.2,16000,0.07816354851973684,0.023938442,1415.2890252734508,-357.3383,118.04081,25.63217,11.643131,-1.6598458,-11.410721,-10.604144,-2.546465,-7.9015303,-8.519018,-13.584947,-5.127037,-7.133648
dataset\esquerda\Madson_esquerda_148.wav,esquerda,1.2,16000,0.09625565378289473,0.065495215,1237.2400978276587,-359.78262,78.95305,23.991528,25.402348,-1.6004964,-16.452524,-11.143598,-11.899269,-3.2856846,-4.3000355,-10.844557,3.2164767,-0.27183503
dataset\esquerda\Madson_esquerda_149.wav,esquerda,1.2,16000,0.1054430509868421,0.050369255,1223.720163632041,-387.73517,62.065422,18.993116,20.949286,6.3568077,-21.456488,-8.110806,-7.971283,-12.349269,-9.247849,-6.6068106,-3.1217277,-8.242237
dataset\esquerda\Madson_esquerda_150.wav,esquerda,1.2,16000,0.09606291118421052,0.06741284,1257.2112603929716,-346.80746,66.82048,20.284334,31.987555,13.50946,-15.624803,-8.81878,-12.754289,-9.1111555,-4.217273,-21.469154,-4.325515,-2.3449528
dataset\esquerda\Madson_esquerda_151.wav,esquerda,1.2,16000,0.07635176809210527,0.096178256,1292.4558423267479,-303.63876,55.63129,25.820745,32.60304,5.801247,-8.121828,2.9866724,4.04949,-6.88437,1.9744773,-2.9090211,2.8697908,1.0644312
dataset\esquerda\Madson_esquerda_152.wav,esquerda,1.2,16000,0.14456979851973684,0.03350624,1764.5613113911772,-391.74503,75.23726,21.896559,17.338995,4.6687655,-6.385726,-22.42206,-3.493903,-6.2831435,-3.4593565,-14.128892,-7.8405714,-0.070511356
dataset\esquerda\Madson_esquerda_153.wav,esquerda,1.2,16000,0.10102282072368421,0.05320928,1264.1778745476422,-426.7325,65.50141,16.399899,20.604628,17.884321,-9.397681,-10.687696,-3.0389214,-6.926264,-6.0967293,-7.462256,-0.8009083,-6.599108
dataset\esquerda\Madson_esquerda_154.wav,esquerda,1.2,16000,0.08284076891447369,0.02514813,1055.0310743638138,-491.36435,65.10646,29.583464,7.5899177,0.70198613,-5.391881,-23.120386,6.745702,-10.452036,-9.485779,-9.720424,-0.52001625,-3.7294335
dataset\esquerda\Madson_esquerda_155.wav,esquerda,1.2,16000,0.07917865953947369,0.029962674,1034.3580623593327,-452.77997,59.478703,30.600906,18.728,-0.6364648,-9.173271,-7.286108,-5.9340386,-7.9828095,-7.7169566,-11.040036,-2.6118023,-5.929825
dataset\esquerda\Madson_esquerda_156.wav,esquerda,1.2,16000,0.14707545230263158,0.07703524,1719.4557284743983,-285.61435,88.57596,30.236713,38.28797,-9.539052,-21.568472,-12.413669,-7.338981,-16.059937,0.06894449,-11.693142,-6.3851542,-6.718039
dataset\esquerda\Madson_esquerda_157.wav,esquerda,1.2,16000,0.1315403988486842,0.06580615,1470.422757714248,-346.22287,39.9232,9.174366,15.091407,-9.04887,-13.1626625,-5.486621,-5.93413,-9.601086,-5.484269,-8.81316,-6.0410933,-4.62852
dataset\esquerda\Madson_esquerda_158.wav,esquerda,1.2,16000,0.11193205180921052,0.12712175,1457.5952969938608,-298.0113,55.537888,7.257289,30.341328,3.0392063,-20.69532,-22.654924,-12.518824,-8.233143,-11.724506,-6.951922,-4.5620666,-5.4044223
dataset\esquerda\Madson_esquerda_159.wav,esquerda,1.2,16000,0.14329769736842105,0.040308725,1720.5974232475753,-374.64362,51.86799,26.52342,28.791513,-5.675892,-5.192601,-15.761007,-2.8899782,-7.660439,-7.742915,-7.579434,-0.5260474,-2.683331
dataset\esquerda\Madson_esquerda_160.wav,esquerda,1.2,16000,0.049778988486842105,0.041169994,1006.064829480384,-435.88678,53.947605,16.872778,21.607761,0.6837144,-13.031827,-11.777295,-9.190831,-12.0934515,-8.624802,-12.893839,-2.1038923,-4.8459883
dataset\esquerda\Madson_esquerda_161.wav,esquerda,1.2,16000,0.07942280016447369,0.06854661,1151.2435617842775,-366.6421,49.056713,8.655048,19.115671,-0.8593218,-19.397018,-20.490702,-7.300624,-7.05261,-11.060194,-6.2959256,-1.464947,-0.08832631
dataset\esquerda\Madson_esquerda_162.wav,esquerda,1.2,16000,0.12893194901315788,0.09786794,1779.7602595810902,-308.4949,46.105038,11.761848,32.425587,5.6275516,-17.83134,-16.138819,-19.853806,-4.7270374,-8.233609,-15.869366,-7.095687,-2.1622722
dataset\esquerda\Madson_esquerda_163.wav,esquerda,1.2,16000,0.12250719572368421,0.05003469,1454.5017677176522,-362.68024,89.195114,10.014535,24.894318,12.01659,-11.062527,-16.776981,-13.869855,-7.4174743,-8.950616,-14.747693,-4.103823,-7.508732
dataset\esquerda\Madson_esquerda_164.wav,esquerda,1.2,16000,0.09912109375,0.06320911,1367.0889697358004,-355.18686,71.902626,2.2498991,28.61005,-6.763666,-9.617774,-16.227951,-11.981084,-7.9842963,-5.1261606,-7.14709,-1.0411215,1.1235914
dataset\esquerda\Madson_esquerda_165.wav,esquerda,1.2,16000,0.12476870888157894,0.05912902,1591.1003974367816,-332.00156,82.76894,10.843995,28.84758,5.359523,-27.529297,-20.817997,-1.4013314,-11.899085,-17.197432,-11.41202,-3.6286123,-4.596087
dataset\esquerda\Madson_esquerda_166.wav,esquerda,1.2,16000,0.09634560032894737,0.044667978,1384.498981041964,-422.24084,58.9743,29.94848,22.636234,-8.745349,-14.2870035,-14.1985655,-11.9581785,-8.835607,-9.687101,-11.525452,-5.0856934,0.07998296
dataset\esquerda\Madson_esquerda_167.wav,esquerda,1.2,16000,0.08819901315789473,0.06946683,1235.4134093371642,-352.6891,76.0479,48.392445,22.244957,10.648857,1.6655335,-17.321922,4.705181,-1.9486971,-9.265406,-7.7623477,-5.974236,-0.124623425
dataset\esquerda\Pablo_esquerda_168.wav,esquerda,1.2,16000,0.06354081003289473,0.072489716,1321.0441404255814,-190.3447,111.02098,11.183043,35.12435,12.080709,6.9964952,-13.697622,1.0166847,-13.56211,-11.117567,-13.065356,2.9300263,-14.331658
dataset\esquerda\Pablo_esquerda_169.wav,esquerda,1.2,16000,0.09422543174342106,0.09937784,1691.0393694738093,-203.71364,82.866516,25.32679,52.90554,-1.4929011,-4.1528873,-14.136611,3.9814918,-24.564558,-3.7562292,-12.394524,-3.1567235,-9.617592
dataset\esquerda\Pablo_esquerda_170.wav,esquerda,1.2,16000,0.059814453125,0.088751905,1562.7074769473907,-194.947,89.20622,25.714737,38.347916,-9.095202,2.2997503,-6.6909456,1.5868962,-9.050244,4.313111,-8.873018,-0.5563855,-15.008151
dataset\esquerda\Pablo_esquerda_171.wav,esquerda,1.2,16000,0.09502210115131579,0.06979972,1368.3934261073143,-324.00302,86.736145,36.25184,33.016148,10.253283,-4.326961,-30.186125,-0.64396155,-0.6090409,-5.844378,0.41005963,0.00977328,-1.2982755
dataset\esquerda\Rick Bessa_esquerda_172.wav,esquerda,1.2,16000,0.0803479646381579,0.08512581,1440.683678660661,-270.07254,94.25357,41.00822,49.98772,1.7820904,-9.033669,-1.4004408,4.3884597,-9.85594,-20.767494,-11.679428,-15.112999,-18.608418
dataset\esquerda\Rick Bessa_esquerda_173.wav,esquerda,1.2,16000,0.14670281661184212,0.08961905,2045.5808871997467,-275.70923,59.183273,37.55149,38.174408,-0.09303731,-23.168068,-0.48673952,3.4789124,-15.231911,-18.734085,-10.044253,-17.9845,-10.701158
dataset\esquerda\Rick Bessa_esquerda_174.wav,esquerda,1.2,16000,0.11747018914473684,0.03902905,1895.2773996994745,-394.3687,40.944042,42.496967,25.36314,2.0837615,-2.841794,-8.820254,3.0987198,-12.730544,-10.459856,0.45090836,-14.005185,-0.3095287
dataset\esquerda\Rick Bessa_esquerda_175.wav,esquerda,1.2,16000,0.07460423519736842,0.021624323,1652.7868078302508,-379.54062,71.34226,61.471302,46.07974,8.027448,18.24737,-0.3551407,7.44714,-6.011717,-5.4201417,-7.1051893,-12.547105,-9.152592
dataset\esquerda\Rick Bessa_esquerda_176.wav,esquerda,1.2,16000,0.10657380756578948,0.05078728,1639.0389577429887,-355.0424,47.49213,21.15197,23.579115,8.517387,-4.956834,-7.7894206,-2.3343046,-5.0050445,-10.607335,-5.8801703,-4.647653,-3.7148654
dataset\esquerda\Rick Bessa_esquerda_177.wav,esquerda,1.2,16000,0.10847553453947369,0.035998955,1849.7841737203485,-386.5223,54.2762,33.17646,29.014977,-0.7281593,-17.353666,-11.475784,1.0459979,-12.502504,-8.063294,-1.4615171,-11.094767,0.29231876
dataset\esquerda\Rick Bessa_esquerda_178.wav,esquerda,1.2,16000,0.12994706003289475,0.07173044,1960.1817908238606,-320.927,45.176716,23.706768,23.78219,-14.32816,-13.084653,-17.69975,2.5915902,-6.805622,-4.4085865,-7.7770395,-7.619292,-13.749976
dataset\esquerda\Rick Bessa_esquerda_179.wav,esquerda,1.2,16000,0.12102950246710527,0.047542904,1826.8909832571449,-356.55212,41.571194,29.887136,37.487164,-8.366154,-19.332508,-18.220142,9.9891,-9.347574,-10.1438055,-2.950881,-2.4842613,-5.0399213
dataset\esquerda\Rick Bessa_esquerda_180.wav,esquerda,1.2,16000,0.08979235197368421,0.06270756,1874.5426148394147,-298.10217,71.07306,42.32356,46.19135,-16.51508,-3.86783,-5.569365,0.9610715,-4.083831,-5.064559,-10.645821,-3.0160115,-7.944721
dataset\esquerda\Rick Bessa_esquerda_181.wav,esquerda,1.2,16000,0.12361225328947369,0.036368877,1847.0947118334825,-378.09308,51.178204,36.960117,28.257196,-17.342789,-5.4534874,-16.856623,-1.1367859,-7.7071524,-4.1809077,-4.4363003,-3.8652797,-1.6149023
dataset\esquerda\Rick Bessa_esquerda_182.wav,esquerda,1.2,16000,0.15447676809210525,0.06138213,2036.2308237599902,-292.2266,53.630913,3.6833632,16.645466,-14.912156,-13.765027,-13.235339,-3.1949012,-9.732776,-8.744544,-7.5693536,-12.3717375,-2.0811417
dataset\esquerda\Rick Bessa_esquerda_183.wav,esquerda,1.2,16000,0.07398745888157894,0.07214269,1098.9467375187608,-336.57895,83.88522,40.48066,29.399244,12.490044,-2.5325336,-10.474314,3.7480516,-9.363154,-2.5949383,0.47283706,-13.825268,-9.659056
dataset\esquerda\Rick Bessa_esquerda_184.wav,esquerda,1.2,16000,0.18140933388157895,0.11041079,2490.828678634826,-234.04204,34.717167,32.86453,29.08581,-0.009168826,-24.444162,-20.957615,7.799577,-10.399626,-16.854319,-12.176967,-18.474768,-8.817483
dataset\esquerda\Rick Bessa_esquerda_185.wav,esquerda,1.2,16000,0.09669253700657894,0.079902284,1508.4194035556848,-317.29123,59.506027,33.632107,38.297707,16.222284,-6.089263,-4.7212267,-2.1057992,-5.9489627,-10.635743,-13.078059,-7.189894,-8.776284
dataset\esquerda\Rick Bessa_esquerda_186.wav,esquerda,1.2,16000,0.14680561266447367,0.07952115,2202.8615881179276,-231.38461,63.265842,22.778423,28.11543,1.109176,-27.826612,-15.554586,8.524669,-15.327111,-6.89509,-2.4689364,-22.51325,-0.36992124
dataset\esquerda\Rick Bessa_esquerda_187.wav,esquerda,1.2,16000,0.07730263157894737,0.10457934,1275.3554968923727,-279.45108,96.60598,49.866173,44.15073,5.3728447,-10.185527,-2.5569985,4.5158577,-15.744939,-17.846874,-5.8600345,-9.113663,-10.478142
dataset\esquerda\Rick Bessa_esquerda_188.wav,esquerda,1.2,16000,0.13864617598684212,0.08104235,1946.3713514264086,-310.66708,47.323437,39.200394,37.774364,5.6323447,2.8385642,-4.2917852,-4.6448607,-4.453102,-13.5532465,-0.9757265,-10.463522,-1.8293704
dataset\esquerda\Rick Bessa_esquerda_189.wav,esquerda,1.2,16000,0.1365260074013158,0.067145385,1755.2100771247037,-322.63205,39.545704,31.492233,28.234047,9.366952,4.130438,-17.684631,4.9320927,-10.671699,-10.772991,-9.287431,-8.910022,-10.417798
dataset\esquerda\Rick Bessa_esquerda_190.wav,esquerda,1.2,16000,0.12828947368421054,0.06680963,1660.8470167754467,-314.1666,61.44135,18.479773,42.12593,2.9538121,-11.666356,-2.3082879,-5.2750893,-9.044718,-3.546337,-9.994781,-1.2010282,-11.842775
dataset\esquerda\Rick Bessa_esquerda_191.wav,esquerda,1.2,16000,0.14390162417763158,0.06378294,1896.1825968365129,-339.68982,42.33184,14.735069,31.99137,2.7907693,-20.675493,-24.561417,11.499941,-15.935412,-7.248068,6.7230687,-17.486252,3.5612957
dataset\esquerda\Rick Bessa_esquerda_192.wav,esquerda,1.2,16000,0.10459498355263158,0.09265244,1658.1398885534907,-292.838,55.183132,23.677557,39.846626,5.9700856,-14.666205,-7.6740146,9.499,-7.2924795,-13.06064,-3.9382179,-6.9665413,-9.463199
dataset\esquerda\Rick Bessa_esquerda_193.wav,esquerda,1.2,16000,0.1042737458881579,0.050673023,1578.9126326662679,-314.19662,52.320427,26.430862,26.431482,5.9756713,-10.628543,-3.0307255,6.99982,-7.0157213,-9.734793,-6.0621223,-3.9312496,-11.842472
dataset\esquerda\Silas_uSoll_esquerda_194.wav,esquerda,1.2,16000,0.05953176398026316,0.054761987,1001.6710246571506,-396.90094,61.022633,22.11621,12.757749,-24.73035,-16.62721,-5.6818023,-12.305289,-9.2619095,-5.8832946,-5.9581323,3.8421345,-5.3261952
dataset\esquerda\Silas_uSoll_esquerda_195.wav,esquerda,1.2,16000,0.07843338815789473,0.024023985,1052.5412669068373,-504.33722,51.63559,21.236704,40.773643,15.441927,-0.6102713,-11.120473,-5.4062724,-8.060778,-8.348686,-6.009964,-9.545749,-5.7357903
dataset\esquerda\Silas_uSoll_esquerda_196.wav,esquerda,1.2,16000,0.06386204769736842,0.017977903,944.398777979788,-525.4639,100.97599,18.131737,22.382994,6.232666,-6.319013,-10.053821,4.698693,-13.646253,-0.4082279,-3.5386944,-4.0487876,3.1844304
dataset\esquerda\Silas_uSoll_esquerda_197.wav,esquerda,1.2,16000,0.12458881578947369,0.03304569,1654.0604685271974,-414.56635,49.906113,30.051172,26.574804,-16.692158,-9.980552,-11.474213,-9.034333,-9.639973,-8.995718,3.0257905,0.49405208,-4.6719394
dataset\esquerda\Silas_uSoll_esquerda_198.wav,esquerda,1.2,16000,0.05626798930921053,0.017317731,812.712314257391,-550.73883,100.03892,27.578089,38.60242,21.322777,-7.704382,-4.679361,5.2310514,-13.449512,-2.6808672,-5.805243,-5.457907,-7.1019273
dataset\esquerda\Silas_uSoll_esquerda_199.wav,esquerda,1.2,16000,0.09678248355263158,0.06196351,1316.2701381329882,-347.1086,67.56713,2.3599966,30.272625,-1.9701964,-23.165863,-12.9119005,-5.5765243,-7.151819,-3.081818,-5.8341684,-3.8749447,0.11017137
dataset\esquerda\Silas_uSoll_esquerda_200.wav,esquerda,1.2,16000,0.1506861636513158,0.044855412,2042.7812382291002,-303.57208,70.66758,24.031876,47.767742,29.854652,-12.975662,-14.481039,8.425695,-22.262436,9.497134,-17.550499,-4.7906175,2.3443902
